Name,US dollar,Euro,Japanese yen,Pound sterling,Canadian dollar,Swiss franc,Indian rupee,Chinese renmimbi,US dollar,Turkish lira,Saudi riyal,Indonesian rupiah,UAE dirham,Thai baht,Vietnamese dong,Egyptian pound,Korean won,Euro,Russian ruble,US dollar,South African rand,Chinese renmimbi,Canadian dollar,Australian dollar,G5 currency index,Producer index,Consumer index
22/07/93,389.2,336.5,"41,557.9",258.1,496.2,585.3,"12,246.7","2,227.3",389.2,4.4,"1,465.5","8,21,225.4","1,435.0","9,865.5","40,73,513.1","1,303.9","3,15,588.4",336.5,396.9,389.2,"1,308.2","2,227.3",496.2,576.9,128.1,89.8,98.3
23/07/93,391.3,339.8,"41,757.0",261.4,501.7,594.0,"12,287.9","2,255.5",391.3,4.5,"1,467.9","8,29,955.6","1,437.3","9,893.6","41,25,050.8","1,311.8","3,16,156.9",339.8,401.9,391.3,"1,309.8","2,255.5",501.7,578.3,128.7,90.3,99.0
26/07/93,391.8,341.2,"41,861.4",260.8,501.6,596.0,"12,283.8","2,277.3",391.8,4.5,"1,469.5","8,23,053.2","1,439.5","9,891.6","42,26,674.7","1,303.3","3,17,123.2",341.2,397.3,391.8,"1,316.1","2,277.3",501.6,577.1,129.0,90.6,99.3
27/07/93,392.4,342.4,"41,736.6",263.3,504.1,596.4,"12,315.6","2,299.2",392.4,4.5,"1,476.8","8,29,841.1","1,446.0","9,914.1","42,67,239.4","1,317.1","3,19,436.0",342.4,401.1,392.4,"1,320.2","2,299.2",504.1,580.8,128.6,91.1,99.7
28/07/93,393.2,341.4,"41,422.4",263.4,503.9,595.3,"12,341.1","2,300.0",393.2,4.5,"1,473.3","8,23,779.6","1,442.7","9,925.6","42,68,782.3","1,317.0","3,16,337.8",341.4,401.2,393.2,"1,320.7","2,300.0",503.9,581.5,127.7,91.2,99.8
29/07/93,394.0,346.0,"41,812.0",265.1,507.4,600.3,"12,375.3","2,314.3",394.0,4.5,"1,485.4","8,32,870.7","1,455.2","9,955.4","42,95,276.1","1,321.8","3,19,918.0",346.0,403.7,394.0,"1,328.3","2,314.3",507.4,586.2,128.9,91.7,100.3
30/07/93,401.8,354.8,"42,136.4",270.5,515.4,611.4,"12,585.5","2,362.2",401.8,4.6,"1,500.9","8,42,476.7","1,467.2","10,112.7","43,84,188.8","1,346.9","3,23,503.5",354.8,412.1,401.8,"1,352.7","2,362.2",515.4,583.0,129.9,92.9,102.2
02/08/93,405.6,355.7,"42,343.6",272.3,519.7,609.3,"12,691.4","2,336.0",405.6,4.6,"1,509.3","8,49,696.6","1,476.8","10,173.4","42,73,384.9","1,355.1","3,25,065.7",355.7,403.0,405.6,"1,355.9","2,336.0",519.7,580.8,130.5,92.8,102.5
03/08/93,403.8,350.8,"42,132.8",268.4,520.2,606.5,"12,697.5","2,302.1",403.8,4.6,"1,512.8","8,46,571.6","1,479.3","10,173.6","42,11,482.2","1,349.8","3,24,509.8",350.8,397.1,403.8,"1,351.5","2,302.1",520.2,584.4,129.9,92.4,101.9
04/08/93,402.7,350.0,"42,183.1",268.3,518.5,606.9,"12,660.3","2,301.2",402.7,4.6,"1,511.4","8,45,471.8","1,477.2","10,153.4","42,09,800.7","1,352.2","3,24,809.5",350.0,397.0,402.7,"1,354.1","2,301.2",518.5,585.9,130.0,92.4,101.7
05/08/93,387.8,338.6,"40,439.4",260.1,500.2,585.8,"12,212.4","2,230.9",387.8,4.5,"1,457.3","8,20,928.3","1,424.3","9,791.3","40,81,209.2","1,301.7","3,14,731.9",338.6,384.8,387.8,"1,309.8","2,230.9",500.2,565.2,124.7,89.2,98.2
06/08/93,379.4,329.3,"39,637.0",253.3,488.8,569.2,"11,865.8","2,172.7",379.4,4.4,"1,414.7","7,95,879.6","1,383.4","9,510.3","39,74,661.1","1,271.5","3,05,470.4",329.3,374.8,379.4,"1,270.7","2,172.7",488.8,553.9,122.2,87.1,95.6
09/08/93,381.7,332.0,"39,997.4",255.6,493.5,573.8,"12,046.2","2,192.4",381.7,4.4,"1,434.7","8,02,203.8","1,401.3","9,635.1","40,54,458.5","1,271.5","3,08,797.5",332.0,378.2,381.7,"1,283.6","2,192.4",493.5,561.4,123.3,88.0,96.7
10/08/93,380.4,333.5,"39,783.1",257.1,491.3,577.1,"11,979.9","2,205.3",380.4,4.4,"1,431.1","8,05,290.3","1,398.7","9,591.7","40,78,347.7","1,276.6","3,09,974.2",333.5,380.4,380.4,"1,284.0","2,205.3",491.3,556.7,122.6,87.8,96.6
11/08/93,376.0,330.6,"38,991.2",255.3,488.7,574.3,"11,836.5","2,189.7",376.0,4.4,"1,411.9","7,87,231.3","1,380.9","9,511.0","40,49,497.5","1,262.9","3,02,842.2",330.6,377.7,376.0,"1,269.3","2,189.7",488.7,549.8,120.2,86.9,95.6
12/08/93,376.3,331.6,"38,838.9",257.2,492.0,575.5,"11,808.6","2,206.5",376.3,4.4,"1,409.4","7,94,757.4","1,374.8","9,460.2","40,80,431.1","1,260.6","3,06,268.0",331.6,380.6,376.3,"1,267.9","2,206.5",492.0,553.3,119.7,87.3,95.8
13/08/93,367.6,323.4,"37,591.2",251.9,482.5,561.0,"11,568.3","2,160.6",367.6,4.3,"1,379.5","7,75,756.1","1,348.2","9,243.5","39,95,651.6","1,233.1","2,98,431.2",323.4,372.7,367.6,"1,238.4","2,160.6",482.5,543.0,115.9,85.4,93.7
16/08/93,372.6,323.4,"37,661.8",251.1,489.6,558.6,"11,515.7","2,129.3",372.6,4.3,"1,381.7","7,71,049.1","1,350.4","9,370.9","39,08,184.7","1,231.0","2,96,636.5",323.4,371.5,372.6,"1,242.0","2,129.3",489.6,544.0,116.1,85.5,93.4
17/08/93,371.6,322.8,"37,709.4",249.7,489.5,560.0,"11,747.3","2,117.8",371.6,4.3,"1,397.7","7,66,921.7","1,368.3","9,364.9","38,87,213.8","1,249.2","3,01,450.4",322.8,369.6,371.6,"1,248.8","2,117.8",489.5,554.6,116.3,85.8,94.0
18/08/93,373.7,322.3,"38,037.1",247.1,492.4,555.9,"11,744.7","2,095.3",373.7,4.3,"1,392.8","7,72,492.8","1,363.6","9,376.5","38,45,860.4","1,252.9","2,97,947.0",322.3,365.6,373.7,"1,244.8","2,095.3",492.4,549.9,117.3,85.4,93.9
19/08/93,373.4,321.7,"38,877.7",248.0,492.2,554.3,"11,751.4","2,103.4",373.4,4.4,"1,407.2","7,90,863.8","1,377.7","9,380.3","38,60,639.8","1,251.0","3,04,157.9",321.7,367.0,373.4,"1,260.5","2,103.4",492.2,556.7,119.8,85.9,93.9
20/08/93,373.3,319.7,"39,153.0",247.0,491.2,551.5,"11,758.2","2,094.9",373.3,4.4,"1,399.2","7,82,184.9","1,369.4","9,401.7","38,45,043.4","1,253.5","3,00,897.3",319.7,365.5,373.3,"1,255.1","2,094.9",491.2,550.5,120.7,85.5,93.8
23/08/93,373.1,321.6,"38,551.6",248.3,493.0,554.4,"11,744.3","2,178.8",373.1,4.4,"1,407.5","7,92,285.5","1,377.9","9,401.4","39,98,489.1","1,250.8","3,05,370.8",321.6,363.4,373.1,"1,262.1","2,178.8",493.0,561.1,118.8,86.9,94.8
24/08/93,373.7,320.6,"38,763.3",249.7,492.7,552.4,"11,771.3","2,190.7",373.7,4.4,"1,400.7","7,90,463.4","1,371.8","9,400.6","40,20,442.9","1,252.8","3,04,538.2",320.6,365.4,373.7,"1,256.7","2,190.7",492.7,559.7,119.5,87.0,95.0
25/08/93,371.2,319.6,"38,930.1",250.4,487.6,550.8,"11,671.5","2,196.6",371.2,4.4,"1,392.3","7,89,935.6","1,363.1","9,335.7","40,31,256.0","1,243.0","3,03,567.1",319.6,366.4,371.2,"1,250.3","2,196.6",487.6,552.0,120.0,86.5,94.6
26/08/93,371.3,317.1,"38,787.3",246.3,486.7,545.5,"11,599.3","2,160.8",371.3,4.3,"1,383.0","7,68,466.7","1,353.9","9,272.0","39,65,467.8","1,239.7","2,95,190.0",317.1,360.4,371.3,"1,239.6","2,160.8",486.7,547.5,119.5,85.8,93.8
27/08/93,369.3,315.4,"38,389.2",246.1,486.5,543.2,"11,630.4","2,132.4",369.3,4.3,"1,386.5","7,83,036.5","1,357.4","9,277.4","39,52,931.3","1,222.9","3,00,549.4",315.4,360.1,369.3,"1,244.0","2,132.4",486.5,556.8,118.3,85.8,93.5
30/08/93,369.3,315.4,"38,389.2",246.1,486.5,543.2,"11,630.4","2,132.4",369.3,4.3,"1,386.5","7,80,445.3","1,357.4","9,277.4","39,52,931.3","1,222.9","3,00,549.4",315.4,360.1,369.3,"1,244.0","2,132.4",486.5,556.8,118.3,85.8,93.5
31/08/93,371.6,319.0,"38,903.5",249.8,490.7,550.1,"11,702.3","2,164.5",371.6,4.4,"1,393.6","7,85,905.5","1,364.3","9,364.3","40,12,317.1","1,245.6","3,01,068.1",319.0,365.4,371.6,"1,255.5","2,164.5",490.7,553.9,119.9,86.3,94.3
01/09/93,369.1,314.2,"38,985.9",244.8,486.2,538.6,"11,613.7","2,121.4",369.1,4.3,"1,382.1","7,69,981.3","1,353.8","9,197.5","39,32,443.0","1,234.7","2,94,964.5",314.2,358.1,369.1,"1,245.1","2,121.4",486.2,551.3,120.2,85.4,93.2
02/09/93,369.3,313.9,"39,114.5",246.0,489.7,536.3,"11,606.4","2,131.7",369.3,4.3,"1,381.9","7,80,296.6","1,354.2","9,274.3","39,51,617.8","1,238.7","2,98,666.0",313.9,359.8,369.3,"1,244.2","2,131.7",489.7,561.6,120.5,86.0,93.3
03/09/93,362.8,304.3,"38,086.3",237.7,481.5,518.7,"11,417.6","2,059.5",362.8,4.2,"1,345.8","7,52,857.8","1,317.5","9,124.1","38,17,728.1","1,215.9","2,88,124.6",304.3,347.6,362.8,"1,216.5","2,059.5",481.5,555.9,117.4,84.2,91.2
06/09/93,364.3,302.6,"37,927.8",238.5,485.5,517.0,"11,451.0","2,112.0",364.3,4.2,"1,370.5","7,68,503.8","1,341.6","9,159.9","39,08,236.9","1,223.7","2,94,650.4",302.6,354.8,364.3,"1,230.3","2,112.0",485.5,563.8,116.9,85.4,92.0
07/09/93,354.8,294.6,"36,917.6",230.0,469.5,502.6,"11,162.7","2,036.5",354.8,4.1,"1,328.2","7,41,358.1","1,300.3","8,809.6","37,68,584.6","1,188.8","2,84,248.2",294.6,342.1,354.8,"1,205.4","2,036.5",469.5,540.9,113.8,82.6,89.4
08/09/93,351.8,293.3,"37,161.5",228.3,463.6,500.6,"11,069.7","2,021.6",351.8,4.1,"1,316.5","7,40,622.8","1,289.7","8,836.6","37,41,040.7","1,178.9","2,83,694.8",293.3,339.6,351.8,"1,199.7","2,021.6",463.6,533.6,114.5,81.9,88.7
09/09/93,353.3,290.8,"37,015.6",227.8,464.8,494.9,"11,133.2","2,016.8",353.3,4.1,"1,323.4","7,41,123.3","1,295.6","8,881.5","37,32,086.0","1,184.8","2,83,414.4",290.8,338.8,353.3,"1,204.0","2,016.8",464.8,540.5,114.1,82.3,88.9
10/09/93,351.5,288.6,"37,328.4",226.9,461.0,490.1,"11,051.0","2,009.1",351.5,4.1,"1,316.0","7,41,649.2","1,287.9","8,822.7","37,17,867.5","1,179.7","2,83,503.2",288.6,337.5,351.5,"1,193.6","2,009.1",461.0,541.8,115.0,82.0,88.3
13/09/93,344.2,283.2,"36,595.7",223.1,453.3,484.2,"10,853.7","1,978.5",344.2,4.1,"1,301.2","7,29,436.3","1,273.8","8,673.6","37,26,531.3","1,154.4","2,79,108.8",283.2,342.9,344.2,"1,181.3","1,978.5",453.3,533.1,112.8,80.7,86.8
14/09/93,343.7,282.4,"36,336.9",222.2,453.8,480.0,"10,823.3","1,970.5",343.7,4.1,"1,284.7","7,25,648.8","1,257.7","8,638.6","37,11,496.3","1,151.6","2,77,621.6",282.4,341.5,343.7,"1,172.0","1,970.5",453.8,533.3,112.0,80.5,86.5
15/09/93,348.0,284.4,"36,953.3",224.3,456.6,483.4,"10,983.9","1,988.7",348.0,4.1,"1,306.7","7,31,886.4","1,278.4","8,664.7","37,45,820.1","1,167.2","2,79,919.9",284.4,344.7,348.0,"1,184.9","1,988.7",456.6,537.9,113.9,81.3,87.6
16/09/93,352.8,290.7,"36,804.7",230.0,462.2,494.6,"11,086.3","2,039.6",352.8,4.2,"1,320.4","7,52,283.5","1,292.7","8,863.0","38,41,513.2","1,181.8","2,88,336.1",290.7,353.5,352.8,"1,196.0","2,039.6",462.2,541.4,113.4,82.5,88.9
17/09/93,351.9,290.5,"36,686.9",229.3,461.1,493.0,"11,055.4","2,033.0",351.9,4.2,"1,317.7","7,41,412.4","1,290.0","8,839.2","38,29,217.2","1,178.1","2,84,312.0",290.5,352.3,351.9,"1,199.1","2,033.0",461.1,537.0,113.1,82.2,88.7
20/09/93,354.0,292.9,"36,913.5",231.1,467.7,496.8,"11,091.4","2,048.9",354.0,4.3,"1,328.4","7,45,699.3","1,300.5","8,896.2","38,00,533.0","1,181.3","2,86,215.5",292.9,355.1,354.0,"1,212.4","2,048.9",467.7,544.1,113.8,83.0,89.2
21/09/93,354.8,294.9,"37,734.4",232.9,471.0,503.1,"11,212.0","2,065.4",354.8,4.3,"1,340.8","7,53,761.1","1,313.3","8,974.7","38,31,091.0","1,190.5","2,89,629.0",294.9,357.9,354.8,"1,218.8","2,065.4",471.0,547.5,116.3,83.4,89.9
22/09/93,354.4,295.9,"37,700.9",233.1,467.2,502.9,"11,143.6","2,066.7",354.4,4.3,"1,322.9","7,45,872.2","1,295.5","8,915.4","38,33,606.7","1,189.1","2,85,548.0",295.9,358.2,354.4,"1,208.4","2,066.7",467.2,539.0,116.2,82.9,89.7
23/09/93,357.0,301.0,"37,809.8",237.1,473.0,512.0,"11,210.2","2,101.9",357.0,4.3,"1,342.5","7,60,706.5","1,314.6","9,012.7","38,98,910.5","1,200.3","2,89,529.2",301.0,364.3,357.0,"1,228.0","2,101.9",473.0,548.5,116.5,84.1,90.6
24/09/93,357.6,302.0,"37,927.3",238.2,471.8,513.8,"11,250.8","2,111.8",357.6,4.3,"1,338.9","7,57,726.7","1,311.2","9,009.7","39,17,169.9","1,199.9","2,88,765.5",302.0,366.0,357.6,"1,225.9","2,111.8",471.8,545.7,116.9,84.2,90.9
27/09/93,356.7,298.5,"37,740.8",235.9,472.2,508.3,"11,202.0","2,066.9",356.7,4.3,"1,338.9","7,55,582.1","1,311.1","9,005.4","38,39,062.5","1,195.9","2,88,722.8",298.5,362.5,356.7,"1,226.8","2,066.9",472.2,547.8,116.3,83.7,90.1
28/09/93,355.8,296.0,"37,416.5",234.6,471.3,503.2,"11,103.0","2,055.6",355.8,4.3,"1,323.2","7,50,514.2","1,295.7","8,914.3","38,18,009.2","1,194.6","2,85,819.9",296.0,360.5,355.8,"1,206.9","2,055.6",471.3,545.9,115.3,83.2,89.5
29/09/93,353.2,293.2,"37,129.8",233.5,469.3,499.2,"11,101.6","2,046.2",353.2,4.3,"1,323.0","7,46,799.1","1,295.5","8,899.5","38,00,665.5","1,185.7","2,85,747.5",293.2,358.8,353.2,"1,206.8","2,046.2",469.3,546.3,114.4,82.9,89.2
30/09/93,355.5,298.7,"37,737.0",237.7,474.8,508.1,"11,159.0","2,083.0",355.5,4.4,"1,342.5","7,59,562.6","1,314.3","9,054.5","38,68,901.2","1,193.0","2,89,915.0",298.7,365.3,355.5,"1,230.1","2,083.0",474.8,555.5,116.3,84.1,90.1
01/10/93,354.0,297.0,"37,504.5",235.1,473.0,504.4,"11,119.7","2,060.4",354.0,4.3,"1,319.9","7,43,736.3","1,292.4","8,972.9","38,26,986.1","1,186.2","2,85,057.6",297.0,361.3,354.0,"1,216.9","2,060.4",473.0,543.5,115.6,83.1,89.5
04/10/93,351.8,294.1,"37,206.6",232.2,471.3,498.6,"11,058.7","2,034.5",351.8,4.3,"1,321.7","7,34,380.5","1,294.0","8,885.5","37,53,861.3","1,181.3","2,86,467.6",294.1,409.8,351.8,"1,213.3","2,034.5",471.3,544.7,114.7,82.8,88.8
05/10/93,353.8,296.0,"37,315.8",233.2,473.4,503.2,"11,101.4","2,043.7",353.8,4.3,"1,327.2","7,46,408.8","1,299.3","8,899.8","37,70,759.2","1,184.7","2,87,570.5",296.0,411.6,353.8,"1,217.6","2,043.7",473.4,546.3,115.0,83.2,89.2
06/10/93,356.3,297.9,"37,586.1",233.5,476.4,506.6,"11,180.1","2,045.7",356.3,4.4,"1,332.8","7,48,305.7","1,304.8","8,967.0","37,74,480.4","1,198.0","2,88,373.8",297.9,412.0,356.3,"1,227.0","2,045.7",476.4,543.2,115.8,83.4,89.7
07/10/93,357.3,299.5,"37,548.8",234.7,476.5,509.3,"11,222.4","2,056.4",357.3,4.4,"1,341.9","7,56,676.2","1,313.9","8,990.6","37,94,305.6","1,199.0","2,90,058.5",299.5,414.2,357.3,"1,234.9","2,056.4",476.5,544.9,115.7,83.7,90.1
08/10/93,358.5,297.5,"37,810.6",233.4,477.3,503.6,"11,265.0","2,045.2",358.5,4.4,"1,342.6","7,51,557.7","1,314.5","9,020.9","37,73,590.0","1,202.5","2,90,645.5",297.5,411.9,358.5,"1,232.7","2,045.2",477.3,543.5,116.5,83.6,90.1
11/10/93,361.4,300.0,"38,418.0",236.1,480.8,508.7,"11,388.5","2,068.5",361.4,4.4,"1,355.5","7,66,102.6","1,327.4","9,142.4","38,66,511.1","1,214.5","2,93,310.2",300.0,420.0,361.4,"1,246.5","2,068.5",480.8,546.9,118.4,84.3,91.1
12/10/93,360.6,297.5,"38,190.2",235.4,480.2,504.9,"11,360.5","2,062.6",360.6,4.4,"1,352.6","7,62,661.8","1,324.5","9,085.6","38,55,430.0","1,211.9","2,92,304.8",297.5,418.8,360.6,"1,235.2","2,062.6",480.2,545.0,117.7,84.0,90.8
13/10/93,366.4,304.2,"38,866.1",240.7,486.8,515.0,"11,519.0","2,108.8",366.4,4.5,"1,374.6","7,79,139.2","1,346.2","9,253.3","39,41,890.0","1,227.9","2,97,049.0",304.2,428.2,366.4,"1,243.8","2,108.8",486.8,553.1,119.8,85.4,92.4
14/10/93,367.3,306.7,"39,443.6",242.7,487.8,522.5,"11,577.0","2,127.0",367.3,4.6,"1,380.5","7,81,235.4","1,351.9","9,282.0","39,75,840.3","1,233.8","2,98,454.4",306.7,431.9,367.3,"1,238.2","2,127.0",487.8,554.0,121.5,85.6,92.9
15/10/93,364.6,304.5,"39,051.4",241.1,485.4,520.1,"11,455.1","2,112.3",364.6,4.5,"1,366.6","7,71,992.3","1,338.2","9,196.3","39,48,454.0","1,224.4","2,95,108.9",304.5,428.9,364.6,"1,217.4","2,112.3",485.4,550.0,120.3,84.9,92.1
18/10/93,365.2,306.6,"39,250.5",243.8,482.8,523.5,"11,464.9","2,137.0",365.2,4.6,"1,367.8","7,74,344.3","1,339.6","9,221.3","39,30,340.9","1,241.1","2,95,195.5",306.6,438.7,365.2,"1,220.6","2,137.0",482.8,551.8,120.9,85.3,92.5
19/10/93,366.4,309.3,"39,230.8",245.6,485.5,529.2,"11,488.1","2,152.6",366.4,4.6,"1,369.1","7,71,559.3","1,340.8","9,218.9","39,59,108.9","1,229.5","2,95,452.9",309.3,441.9,366.4,"1,223.0","2,152.6",485.5,548.3,120.9,85.5,92.9
20/10/93,372.5,315.8,"40,000.0",250.0,492.6,541.9,"11,670.0","2,191.4",372.5,4.7,"1,396.2","7,86,672.6","1,367.2","9,400.0","40,30,425.4","1,252.3","3,01,206.3",315.8,449.9,372.5,"1,248.1","2,191.4",492.6,558.7,123.3,87.0,94.5
21/10/93,374.5,319.7,"40,547.8",251.8,493.0,549.7,"11,766.4","2,207.6",374.5,4.8,"1,404.6","7,94,640.4","1,375.5","9,482.1","40,60,241.0","1,257.3","3,02,993.8",319.7,453.2,374.5,"1,257.4","2,207.6",493.0,558.3,124.9,87.4,95.2
22/10/93,367.9,315.7,"39,837.1",249.8,480.0,542.6,"11,590.2","2,189.3",367.9,4.7,"1,384.6","7,83,547.1","1,355.9","9,353.6","40,26,594.2","1,235.1","2,98,659.6",315.7,449.4,367.9,"1,241.9","2,189.3",480.0,551.4,122.8,86.3,94.0
25/10/93,371.5,318.5,"40,312.6",250.0,486.8,547.5,"11,666.3","2,150.8",371.5,4.8,"1,396.7","7,80,595.9","1,367.7","9,412.5","39,96,829.2","1,245.1","3,01,306.6",318.5,445.7,371.5,"1,251.6","2,150.8",486.8,556.3,124.2,86.4,94.0
26/10/93,368.3,316.9,"39,824.3",248.9,486.4,543.2,"11,544.1","2,141.3",368.3,4.8,"1,383.5","7,77,479.2","1,354.8","9,323.9","39,79,265.2","1,238.6","2,98,588.7",316.9,443.8,368.3,"1,243.2","2,141.3",486.4,552.7,122.7,85.9,93.3
27/10/93,371.5,320.5,"40,315.0",251.2,489.2,550.1,"11,651.1","2,160.9",371.5,4.8,"1,392.8","7,84,498.9","1,363.9","9,411.8","40,15,745.8","1,249.7","3,00,478.3",320.5,447.8,371.5,"1,249.7","2,160.9",489.2,557.8,124.2,86.6,94.2
28/10/93,368.6,316.9,"39,893.3",247.0,484.6,544.1,"11,460.4","2,125.1",368.6,4.8,"1,368.0","7,72,008.2","1,339.6","9,263.2","39,49,139.8","1,242.4","2,94,932.5",316.9,440.4,368.6,"1,229.9","2,125.1",484.6,546.2,122.9,85.3,92.8
29/10/93,369.6,318.9,"40,092.8",248.6,488.8,548.9,"11,602.7","2,139.0",369.6,4.8,"1,387.1","7,80,876.4","1,358.2","9,368.7","39,75,044.4","1,244.2","2,98,819.0",318.9,443.3,369.6,"1,240.4","2,139.0",488.8,554.8,123.5,86.0,93.6
01/11/93,363.3,316.1,"39,305.1",245.3,477.8,545.1,"11,403.3","2,110.1",363.3,4.7,"1,361.9","7,68,736.1","1,333.7","9,185.5","39,09,389.0","1,224.5","2,93,224.4",316.1,437.3,363.3,"1,223.7","2,110.1",477.8,538.4,121.1,84.4,92.1
02/11/93,363.0,315.4,"38,993.5",244.9,473.7,544.8,"11,395.6","2,106.5",363.0,4.8,"1,359.6","7,66,137.8","1,331.5","9,177.2","39,02,750.3","1,219.2","2,92,653.0",315.4,436.6,363.0,"1,223.2","2,106.5",473.7,538.1,120.2,84.3,92.0
03/11/93,363.6,315.3,"38,982.5",245.6,475.4,545.8,"11,416.0","2,112.5",363.6,4.8,"1,365.4","7,63,566.0","1,337.0","9,208.5","39,13,941.2","1,221.4","2,93,805.3",315.3,437.8,363.6,"1,225.1","2,112.5",475.4,538.4,120.1,84.4,92.2
04/11/93,372.0,323.4,"40,292.7",251.4,486.0,559.4,"11,674.2","2,163.1",372.0,4.9,"1,398.4","7,87,302.4","1,369.1","9,438.9","40,07,618.1","1,249.7","3,00,460.1",323.4,448.3,372.0,"1,251.2","2,163.1",486.0,552.2,124.2,86.4,94.4
05/11/93,377.8,327.4,"40,849.9",254.1,488.9,563.5,"11,798.8","2,186.2",377.8,5.0,"1,409.0","7,94,611.8","1,379.5","9,532.1","40,50,400.1","1,260.3","3,02,714.6",327.4,453.1,377.8,"1,266.1","2,186.2",488.9,555.6,125.9,87.4,95.5
08/11/93,375.7,324.7,"40,597.1",253.7,487.0,557.6,"11,805.0","2,182.9",375.7,5.1,"1,411.5","7,94,384.3","1,382.0","9,525.1","40,58,241.3","1,267.8","3,03,761.6",324.7,452.4,375.7,"1,262.7","2,182.9",487.0,561.5,125.1,87.4,95.3
09/11/93,376.0,327.2,"40,711.0",256.0,490.3,562.7,"11,772.9","2,202.7",376.0,5.0,"1,415.6","7,98,700.7","1,385.8","9,519.7","40,95,217.0","1,262.8","3,04,487.4",327.2,456.5,376.0,"1,266.8","2,202.7",490.3,565.3,125.5,87.9,95.5
10/11/93,374.9,325.6,"40,195.1",254.0,489.3,559.4,"11,737.2","2,185.1",374.9,5.0,"1,400.9","7,85,760.8","1,371.5","9,481.7","40,62,482.7","1,258.3","3,00,955.0",325.6,452.9,374.9,"1,255.9","2,185.1",489.3,562.3,123.9,87.4,95.1
11/11/93,376.8,327.5,"40,134.0",254.8,494.5,563.8,"11,823.6","2,192.2",376.8,5.0,"1,414.8","7,93,051.3","1,384.2","9,540.4","40,75,631.3","1,266.5","3,03,502.5",327.5,454.3,376.8,"1,266.3","2,192.2",494.5,569.1,123.7,88.0,95.6
12/11/93,376.8,327.5,"40,012.2",254.0,493.9,564.0,"11,795.3","2,185.6",376.8,5.0,"1,411.7","7,88,957.2","1,381.9","9,508.9","40,63,260.5","1,264.5","3,03,349.8",327.5,452.9,376.8,"1,266.9","2,185.6",493.9,571.3,123.3,88.0,95.4
15/11/93,374.7,326.0,"39,935.3",251.6,495.8,558.5,"11,795.7","2,172.4",374.7,5.0,"1,407.2","7,89,079.6","1,377.7","9,509.0","40,48,449.2","1,263.9","3,02,709.9",326.0,448.5,374.7,"1,260.4","2,172.4",495.8,573.3,123.1,87.7,95.1
16/11/93,375.0,327.3,"39,948.7",252.4,494.3,561.7,"11,801.6","2,180.0",375.0,5.0,"1,409.4","7,91,837.8","1,379.6","9,524.6","40,62,600.3","1,261.8","3,03,383.0",327.3,450.1,375.0,"1,262.3","2,180.0",494.3,570.9,123.1,87.7,95.3
17/11/93,371.8,325.1,"39,772.8",251.7,489.0,556.3,"11,687.7","2,173.8",371.8,5.0,"1,397.0","7,84,219.0","1,367.4","9,495.1","40,51,111.3","1,249.9","3,00,769.3",325.1,448.8,371.8,"1,255.2","2,173.8",489.0,562.7,122.6,87.0,94.6
18/11/93,376.8,330.4,"40,366.1",255.1,498.5,566.9,"11,845.8","2,202.7",376.8,5.1,"1,413.0","7,94,423.0","1,383.3","9,565.4","41,05,048.4","1,269.8","3,03,689.7",330.4,454.8,376.8,"1,269.3","2,202.7",498.5,568.9,124.4,88.1,95.9
19/11/93,377.5,332.1,"40,904.4",256.5,500.7,568.7,"11,869.4","2,214.6",377.5,5.2,"1,416.7","7,97,928.7","1,387.0","9,591.4","41,05,625.0","1,274.6","3,04,436.6",332.1,455.2,377.5,"1,272.4","2,214.6",500.7,572.1,126.1,88.5,96.2
22/11/93,378.4,331.6,"40,932.4",256.6,503.4,565.2,"11,892.2","2,216.1",378.4,5.1,"1,418.1","7,97,637.4","1,388.9","9,628.7","41,08,430.4","1,273.5","3,05,093.8",331.6,455.5,378.4,"1,271.4","2,216.1",503.4,571.6,126.1,88.5,96.3
23/11/93,377.6,330.9,"40,988.2",254.2,500.1,562.4,"11,769.0","2,195.0",377.6,5.1,"1,409.1","7,91,102.4","1,379.9","9,557.6","40,69,389.2","1,270.3","3,03,243.1",330.9,451.2,377.6,"1,262.5","2,195.0",500.1,566.7,126.3,87.9,95.6
24/11/93,376.4,329.5,"40,720.7",252.9,500.5,561.5,"11,805.2","2,184.1",376.4,5.1,"1,413.0","7,92,464.3","1,383.9","9,575.7","40,49,099.5","1,265.6","3,04,304.6",329.5,448.9,376.4,"1,266.0","2,184.1",500.5,566.5,125.5,87.7,95.5
25/11/93,377.6,331.9,"40,905.6",253.7,502.0,566.3,"11,834.1","2,190.6",377.6,5.1,"1,414.8","7,96,085.2","1,385.7","9,589.0","40,61,184.2","1,270.4","3,04,692.8",331.9,450.3,377.6,"1,270.3","2,190.6",502.0,566.5,126.1,87.9,95.8
26/11/93,376.9,331.7,"40,931.5",254.6,501.0,564.6,"11,789.3","2,198.8",376.9,5.3,"1,414.0","7,99,446.4","1,384.7","9,624.9","40,83,881.8","1,274.1","3,04,471.9",331.7,454.1,376.9,"1,270.1","2,198.8",501.0,568.8,126.1,88.1,95.7
29/11/93,371.2,326.5,"40,532.2",249.4,495.4,553.7,"11,598.4","2,153.9",371.2,5.1,"1,385.8","7,79,808.9","1,357.3","9,428.4","40,00,486.8","1,249.6","2,98,429.0",326.5,444.8,371.2,"1,245.0","2,153.9",495.4,559.6,124.9,86.5,94.1
